poop_id,extraction_date,extraction_observerID,extraction_volume,weigh_date,weigh_observerID,hair,contaminants,mass_g,extra,extractID
I3241,NA,NA,1000,2016-02-23,NA,FALSE,NA,0.018,NA,5593
I3242,NA,NA,1000,2015-10-04,NA,TRUE,NA,0.05,NA,5594
I3245,NA,NA,1000,2016-02-16,NA,FALSE,NA,0.051,NA,5595
I3246,NA,NA,1000,2015-10-04,NA,NA,bracts removed,0.045,NA,5596
I3278,NA,NA,1000,2015-10-04,NA,NA,NA,0.036,NA,5597
I3294,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.05,NA,5598
I3300,NA,NA,1000,2016-02-24,NA,FALSE,NA,0.048,NA,5599
I3303,NA,NA,1000,2015-09-01,FVK,FALSE,NA,0.05,NA,5600
I3305,NA,NA,1000,2015-10-04,NA,NA,needles removed,0.053,NA,5601
I3310,NA,NA,1000,2016-11-09,NA,FALSE,NA,0.047,NA,5602
I3312,NA,NA,1000,2015-09-01,FVK,FALSE,NA,0.052,NA,5603
I3316,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.054,NA,5604
I3318,NA,NA,1000,2016-02-12,NA,FALSE,bark removed,0.053,NA,5605
I3327,NA,NA,1000,2015-10-04,NA,NA,NA,0.033,NA,5606
I3328,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.054,NA,5607
I3330,NA,NA,1000,2015-09-01,FVK,TRUE,needles removed,0.05,NA,5608
I3332,NA,NA,1000,2015-10-04,NA,NA,NA,0.049,NA,5609
I3335,NA,NA,1000,2015-09-01,FVK,TRUE,bracts and moss removed,0.05,NA,5610
I3339,NA,NA,1000,2015-10-05,NA,NA,NA,0.029,NA,5611
I3343,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.05,NA,5612
I3345,NA,NA,1000,2016-02-19,NA,FALSE,bracts removed,0.052,NA,5613
I3350,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.05,NA,5614
I3355,NA,NA,1000,2015-09-01,FVK,FALSE,bracts removed,0.033,NA,5615
I3360,NA,NA,1000,2017-01-30,Zainab Almusawi,FALSE,needles removed,0.052,NA,5616
I3374,NA,NA,1000,2015-10-04,NA,NA,NA,0.053,NA,5617
I3375,NA,NA,1000,2015-09-01,FVK,FALSE,NA,0.05,NA,5618
I3379,NA,NA,1000,2015-09-01,FVK,TRUE,NA,0.05,NA,5619
I3381,NA,NA,1000,2015-09-01,FVK,FALSE,bracts removed,0.048,NA,5620
I3387,NA,NA,1000,2016-11-10,NA,FALSE,bracts removed,0.048,NA,5621
I3388,NA,NA,1000,2015-09-02,FVK,FALSE,bracts and needles removed,0.05,NA,5622
I3389,NA,NA,1000,2015-10-05,NA,NA,needles removed,0.05,NA,5623
I3409,NA,NA,1000,2015-09-01,FVK,FALSE,leaves removed,0.051,NA,5624
I3411,NA,NA,1000,2015-09-01,FVK,FALSE,bracts and needles removed,0.047,NA,5625
I3412,NA,NA,1000,2015-09-01,FVK,FALSE,bracts and needles removed,0.05,NA,5626
I3416,NA,NA,1000,2015-10-04,NA,NA,bracts removed,0.051,NA,5627
I3419,NA,NA,1000,2015-10-04,NA,NA,NA,0.051,NA,5628
I3427,NA,NA,1000,2016-03-11,NA,FALSE,bract and needles removed,0.052,NA,5629
I3428,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.023,NA,5630
I3437,NA,NA,1000,2015-10-04,NA,NA,NA,0.037,NA,5631
I3443,NA,NA,1000,2016-02-25,NA,FALSE,NA,0.053,NA,5632
I3444,NA,NA,1000,2015-10-04,NA,NA,NA,0.046,NA,5633
I3445,NA,NA,1000,2017-01-18,NA,FALSE,NA,0.053,NA,5634
I3447,NA,NA,1000,2015-10-04,NA,NA,NA,0.048,NA,5635
I3453,NA,NA,1000,2017-02-20,Zainab Almusawi,NA,NA,0.05,NA,5636
I3455,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.051,NA,5637
I3456,NA,NA,1000,2016-03-29,NA,TRUE,grass removed,0.048,NA,5638
I3461,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.01,NA,5639
I3464,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,NA,0.052,NA,5640
I3467,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,Bracts removed,0.049,NA,5641
I3482,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.05,NA,5642
I3491,NA,NA,1000,2016-11-10,NA,FALSE,bracts removed,0.047,NA,5643
I3492,NA,NA,1000,2015-09-01,FVK,FALSE,bracts removed,0.037,NA,5644
I3497,NA,NA,1000,2015-10-04,NA,NA,NA,0.048,NA,5645
I3499,NA,NA,1000,2016-02-23,NA,FALSE,NA,0.041,NA,5646
I3502,NA,NA,1000,2016-12-07,NA,FALSE,NA,0.051,NA,5647
I3508,NA,NA,1000,2017-01-19,NA,FALSE,bracts removed,0.051,NA,5648
I3512,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.05,NA,5649
I3513,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.035,NA,5650
I3517,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.05,NA,5651
I3521,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.049,NA,5652
I3522,NA,NA,1000,2016-03-30,NA,FALSE,bracts removed,0.017,NA,5653
I3531,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.051,NA,5654
I3537,NA,NA,1000,2017-01-18,NA,FALSE,NA,0.02,NA,5655
I3540,NA,NA,1000,2015-09-01,FVK,FALSE,NA,0.039,NA,5656
I3543,NA,NA,1000,2017-01-19,NA,FALSE,NA,0.042,NA,5657
I3551,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.021,NA,5658
I3563,NA,NA,1000,2015-10-04,NA,NA,grass removed,0.054,NA,5659
I3566,NA,NA,1000,2015-10-04,NA,NA,needles removed,0.055,NA,5660
I3568,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.054,NA,5661
I3571,NA,NA,1000,2015-09-01,FVK,FALSE,NA,0.052,NA,5662
I3572,NA,NA,1000,2016-02-25,NA,FALSE,needles removed,0.049,NA,5663
I3577,NA,NA,1000,2016-03-30,NA,FALSE,bracts removed,0.051,NA,5664
I3580,NA,NA,1000,2015-09-01,FVK,FALSE,bracts removed,0.048,NA,5665
I3585,NA,NA,1000,2016-03-28,NA,FALSE,NA,0.051,NA,5666
I3586,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.047,NA,5667
I3587,NA,NA,1000,2015-10-04,NA,NA,bracts removed,0.024,NA,5668
I3592,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.051,NA,5669
I3597,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.013,NA,5670
I3599,NA,NA,1000,2016-03-29,NA,FALSE,needles removed,0.038,NA,5671
I3600,NA,NA,1000,2015-09-02,FVK,FALSE,leaves and needles removed,0.034,NA,5672
I3602,NA,NA,1000,2015-09-01,FVK,TRUE,needles removed,0.051,NA,5673
I3606,NA,NA,1000,2015-09-01,FVK,TRUE,bract and needles removed,0.049,NA,5674
I3607,NA,NA,1000,2015-09-01,FVK,FALSE,NA,0.051,NA,5675
I3614,NA,NA,1000,2015-09-01,FVK,FALSE,NA,0.049,NA,5676
I3617,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.054,NA,5677
I3618,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.027,NA,5678
I3620,NA,NA,1000,2015-09-01,FVK,FALSE,NA,0.049,NA,5679
I3621,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.03,NA,5680
I3624,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.049,NA,5681
I3625,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.05,NA,5682
I3626,NA,NA,1000,2016-03-11,NA,FALSE,NA,0.049,NA,5683
I3626,NA,NA,1000,2016-03-30,NA,FALSE,bracts removed,0.051,NA,5684
I3629,NA,NA,1000,2016-02-25,NA,FALSE,needles removed,0.048,NA,5685
I3630,NA,NA,1000,2015-09-01,FVK,TRUE,bract and needles removed,0.04,NA,5686
I3638,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.054,NA,5687
I3646,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.05,NA,5688
I3655,NA,NA,1000,2015-09-01,FVK,TRUE,bracts and moss removed,0.052,NA,5689
I3660,NA,NA,1000,2015-09-01,FVK,FALSE,NA,0.017,NA,5690
I3661,NA,NA,1000,2015-09-01,FVK,FALSE,bracts removed,0.051,NA,5691
I3668,NA,NA,1000,2015-09-02,FVK,NA,NA,0.047,NA,5692
I3669,NA,NA,1000,2015-10-04,NA,TRUE,bracts removed,0.05,NA,5693
I3674,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.05,NA,5694
I3676,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.048,NA,5695
I3688,NA,NA,1000,2016-03-29,NA,FALSE,grass removed,0.052,NA,5696
I3690,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.048,NA,5697
I3693,NA,NA,1000,2016-03-25,NA,FALSE,NA,0.053,NA,5698
I3695,NA,NA,1000,2016-03-28,NA,FALSE,NA,0.032,NA,5699
I3698,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.024,NA,5700
I3699,NA,NA,1000,2015-09-01,FVK,TRUE,Bracts removed,0.049,NA,5701
I3699,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.049,NA,5702
I3700,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.053,NA,5703
I3706,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.015,NA,5704
I3709,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.051,NA,5705
I3710,NA,NA,1000,2017-01-26,Zainab Almusawi,TRUE,bracts removed,0.048,NA,5706
I3712,NA,NA,1000,2017-01-19,NA,FALSE,NA,0.047,NA,5707
I3717,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,NA,0.045,NA,5708
I3718,NA,NA,1000,2016-11-08,NA,FALSE,NA,0.03,NA,5709
I3719,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,bract and needles removed,0.052,NA,5710
I3724,NA,NA,1000,2016-03-28,NA,FALSE,NA,0.01,NA,5711
I3727,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.049,NA,5712
I3731,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.048,NA,5713
I3732,NA,NA,1000,2017-03-09,NA,FALSE,NA,0.02,NA,5714
I3735,NA,NA,1000,2016-03-28,NA,TRUE,NA,0.053,NA,5715
I3748,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.006,NA,5716
I3753,NA,NA,1000,2015-10-04,NA,NA,NA,0.047,NA,5717
I3756,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.052,NA,5718
I3761,NA,NA,1000,2015-10-04,NA,NA,needles removed,0.029,NA,5719
I3762,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.05,NA,5720
I3764,NA,NA,1000,2015-09-01,FVK,FALSE,Bracts removed,0.049,NA,5721
I3766,NA,NA,1000,2016-11-08,NA,TRUE,NA,0.031,NA,5722
I3769,NA,NA,1000,2016-03-30,NA,FALSE,bracts removed,0.05,NA,5723
I3770,NA,NA,1000,2015-09-01,FVK,TRUE,needles removed,0.048,NA,5724
I3773,NA,NA,1000,2015-09-01,FVK,TRUE,NA,0.049,NA,5725
I3778,NA,NA,1000,2015-10-04,NA,NA,needles removed,0.05,NA,5726
I3781,NA,NA,1000,2015-09-01,FVK,FALSE,NA,0.049,NA,5727
I3783,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.041,NA,5728
I3785,NA,NA,1000,2016-03-28,NA,FALSE,NA,0.036,NA,5729
I3787,NA,NA,1000,2016-03-11,NA,FALSE,needles removed,0.047,NA,5730
I3789,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.049,NA,5731
I3791,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.05,NA,5732
I3793,NA,NA,1000,2016-03-25,NA,FALSE,NA,0.048,NA,5733
I3794,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.053,NA,5734
I3795,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.05,NA,5735
I3796,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.053,NA,5736
I3801,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.051,NA,5737
I3806,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.052,NA,5738
I3808,NA,NA,1000,2016-03-30,NA,FALSE,leaves removed,0.053,NA,5739
I3811,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.046,NA,5740
I3821,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.049,NA,5741
I3828,NA,NA,1000,2015-10-04,NA,NA,NA,0.047,NA,5742
I3829,NA,NA,1000,2015-09-01,FVK,TRUE,NA,0.048,NA,5743
I3831,NA,NA,1000,2016-11-08,NA,FALSE,NA,0.05,NA,5744
I3832,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,NA,0.052,NA,5745
I3834,NA,NA,1000,2016-03-31,NA,FALSE,leaves removed,0.053,NA,5746
I3842,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.049,NA,5747
I3844,NA,NA,1000,2016-11-11,NA,FALSE,bracts removed,0.043,NA,5748
I3851,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.049,NA,5749
I3856,NA,NA,1000,2016-03-25,NA,FALSE,NA,0.022,NA,5750
I3859,NA,NA,1000,2016-03-29,NA,FALSE,bracts and grass removed,0.049,NA,5751
I3860,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.049,NA,5752
I3861,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.019,NA,5753
I3862,NA,NA,1000,2015-09-01,FVK,FALSE,NA,0.05,NA,5754
I3868,NA,NA,1000,2016-03-28,NA,FALSE,NA,0.051,NA,5755
I3872,NA,NA,1000,2015-09-01,FVK,FALSE,bracts removed,0.033,NA,5756
I3873,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.047,NA,5757
I3882,NA,NA,1000,2016-11-10,NA,TRUE,bracts removed,0.05,NA,5758
I3884,NA,NA,1000,2016-11-09,NA,FALSE,needles removed,0.052,NA,5759
I3887,NA,NA,1000,2015-09-01,FVK,FALSE,NA,0.049,NA,5760
I3888,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.05,NA,5761
I3889,NA,NA,1000,2017-02-06,Zainab Almusawi,NA,leaves removed,0.051,NA,5762
I3890,NA,NA,1000,2016-03-25,NA,FALSE,I3998,0.041,NA,5763
I3891,NA,NA,1000,2016-03-30,NA,TRUE,NA,0.047,NA,5764
I3896,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.045,NA,5765
I3898,NA,NA,1000,2016-03-28,NA,FALSE,NA,0.039,NA,5766
I3900,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.048,NA,5767
I3903,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.052,NA,5768
I3904,NA,NA,1000,2016-11-08,NA,FALSE,bract and needles removed,0.043,NA,5769
I3905,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.037,NA,5770
I3906,NA,NA,1000,2016-11-30,NA,FALSE,leaves removed,0.043,NA,5771
I3907,NA,NA,1000,2016-09-01,FVK,FALSE,NA,0.05,NA,5772
I3908,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.05,NA,5773
I3914,NA,NA,1000,2015-10-04,NA,NA,needles removed,0.046,NA,5774
I3916,NA,NA,1000,2016-03-30,NA,FALSE,"bracts, bark, and grass removed",0.052,NA,5775
I3917,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.051,NA,5776
I3918,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.025,NA,5777
I3919,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.049,NA,5778
I3921,NA,NA,1000,2015-09-02,FVK,FALSE,NA,0.018,NA,5779
I3923,NA,NA,1000,2016-03-28,NA,FALSE,NA,0.053,NA,5780
I3929,NA,NA,1000,2015-09-01,FVK,FALSE,bracts and needles removed,0.051,NA,5781
I3929,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.051,NA,5782
I3930,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.017,NA,5783
I3933,NA,NA,1000,2016-03-25,NA,FALSE,NA,0.017,NA,5784
I3935,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.049,NA,5785
I3942,NA,NA,1000,2016-03-25,NA,FALSE,NA,0.015,NA,5786
I3943,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.049,NA,5787
I3945,NA,NA,1000,2016-03-28,NA,FALSE,NA,0.037,NA,5788
I3947,NA,NA,1000,2016-03-30,NA,FALSE,bracts and needles removed,0.05,NA,5789
I3948,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.018,NA,5790
I3959,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.038,NA,5791
I3962,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.051,NA,5792
I3963,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,Bracts removed,0.052,NA,5793
I3965,NA,NA,1000,2016-03-25,NA,FALSE,NA,0.034,NA,5794
I3971,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.051,NA,5795
I3973,NA,NA,1000,2016-11-09,NA,FALSE,needles removed,0.051,NA,5796
I3979,NA,NA,1000,2016-11-11,NA,FALSE,NA,0.051,NA,5797
I3980,NA,NA,1000,2016-11-09,NA,FALSE,NA,0.047,NA,5798
I3981,NA,NA,1000,2016-11-08,NA,FALSE,leaves removed,0.05,NA,5799
I3981,NA,NA,1000,2016-11-08,NA,FALSE,leaves removed,0.05,NA,5800
I3983,NA,NA,1000,2016-11-11,NA,FALSE,NA,0.031,NA,5801
I3986,NA,NA,1000,2016-03-25,NA,FALSE,bracts removed,0.051,NA,5802
I3988,NA,NA,1000,2016-03-30,NA,FALSE,bark removed,0.026,NA,5803
I3993,NA,NA,1000,2015-10-04,NA,NA,NA,0.011,NA,5804
I3994,NA,NA,1000,2016-11-11,NA,FALSE,NA,0.051,NA,5805
I3998,NA,NA,1000,2016-03-25,NA,FALSE,NA,0.049,NA,5806
I4000,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.051,NA,5807
I4003,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.051,NA,5808
I4004,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.05,NA,5809
I4007,NA,NA,1000,2015-09-02,FVK,FALSE,leaves removed,0.023,NA,5810
I4008,NA,NA,1000,2016-03-30,NA,TRUE,bracts removed,0.051,NA,5811
I4017,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.036,NA,5812
I4028,NA,NA,1000,2016-11-09,NA,FALSE,needles removed,0.051,NA,5813
I4033,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.023,NA,5814
I4048,NA,NA,1000,2017-01-26,Zainab Almusawi,FALSE,bracts removed,0.048,NA,5815
I4050,NA,NA,1000,2016-11-08,NA,FALSE,leaves and needles removed,0.05,NA,5816
I4052,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.052,NA,5817
I4054,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.05,NA,5818
I4055,NA,NA,1000,2016-11-11,NA,FALSE,NA,0.05,NA,5819
I4057,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.045,NA,5820
I4058,NA,NA,1000,2016-03-30,NA,FALSE,bracts removed,0.052,NA,5821
I4059,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,Bracts removed,0.052,NA,5822
I4062,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.049,NA,5823
I4064,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.049,NA,5824
I4065,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.054,NA,5825
I4066,NA,NA,1000,2016-03-31,NA,FALSE,leaves removed,0.05,NA,5826
I4067,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.053,NA,5827
I4068,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.038,NA,5828
I4069,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.052,NA,5829
I4070,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.048,NA,5830
I4071,NA,NA,1000,2016-03-31,NA,FALSE,NA,0.053,NA,5831
I4072,NA,NA,1000,2016-03-30,NA,TRUE,NA,0.049,NA,5832
I4074,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.049,NA,5833
I4076,NA,NA,1000,2016-03-30,NA,FALSE,bracts removed,0.051,NA,5834
I4077,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.048,NA,5835
I4079,NA,NA,1000,2016-03-28,NA,FALSE,NA,0.05,NA,5836
I4080,NA,NA,1000,2017-01-23,NA,FALSE,NA,0.048,NA,5837
I4081,NA,NA,1000,2016-03-31,NA,FALSE,grass removed,0.05,NA,5838
I4082,NA,NA,1000,2016-03-28,NA,FALSE,leaves removed,0.053,NA,5839
I4084,NA,NA,1000,2016-11-11,NA,FALSE,NA,0.0041,NA,5840
I4085,NA,NA,1000,2016-03-28,NA,FALSE,NA,0.051,NA,5841
I4086,NA,NA,1000,2016-03-30,NA,FALSE,NA,0.018,NA,5842
I4087,NA,NA,1000,2016-03-29,NA,TRUE,NA,0.048,NA,5843
I4088,NA,NA,1000,2017-01-30,Zainab Almusawi,FALSE,NA,0.018,NA,5844
I4097,NA,NA,1000,2016-03-29,NA,FALSE,NA,0.054,NA,5845
K0260,NA,NA,1000,2017-01-30,Zainab Almusawi,TRUE,bract and needles removed,0.034,NA,5846
K0266,NA,NA,1000,2017-02-07,Zainab Almusawi,FALSE,leaves removed,0.053,NA,5847
K0268,NA,NA,1000,2017-01-19,NA,FALSE,NA,0.053,NA,5848
K0274,NA,NA,1000,2016-11-30,NA,FALSE,NA,0.049,NA,5849
K0277,NA,NA,1000,2016-11-18,NA,FALSE,NA,0.048,NA,5850
K0302,NA,NA,1000,2017-01-18,NA,FALSE,NA,0.053,NA,5851
K0315,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,NA,0.051,NA,5852
K0316,NA,NA,1000,2017-01-19,Zainab Almusawi,TRUE,bracts removed,0.046,NA,5853
K0334,NA,NA,1000,2017-01-19,NA,FALSE,NA,0.052,NA,5854
K0345,NA,NA,1000,2017-01-18,NA,FALSE,NA,0.042,NA,5855
K0357,NA,NA,1000,2017-01-19,Zainab Almusawi,FALSE,bracts removed,0.052,NA,5856
K0361,NA,NA,1000,2016-11-18,NA,FALSE,bracts removed,0.051,NA,5857
K0378,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,NA,0.001,NA,5858
K0390,NA,NA,1000,2017-02-21,Zainab Almusawi,NA,NA,0.01,NA,5859
K0398,NA,NA,1000,2017-01-19,NA,FALSE,NA,0.048,NA,5860
K0408,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,NA,0.052,NA,5861
K0414,NA,NA,1000,2016-11-18,NA,FALSE,bracts removed,0.051,NA,5862
K0419,NA,NA,1000,2017-01-19,Zainab Almusawi,FALSE,bracts removed,0.048,NA,5863
K0434,NA,NA,1000,2017-01-30,Zainab Almusawi,TRUE,bract and needles removed,0.05,NA,5864
K0448,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,Bracts removed,0.02,NA,5865
K0454,NA,NA,1000,2017-01-19,NA,FALSE,bract and needles removed,0.048,NA,5866
K0459,NA,NA,1000,2016-11-18,NA,FALSE,NA,0.049,NA,5867
K0460,NA,NA,1000,2017-03-09,NA,FALSE,NA,0.036,NA,5868
K0466,NA,NA,1000,2017-02-20,Zainab Almusawi,NA,NA,0.052,NA,5869
K0498,NA,NA,1000,2017-02-20,Zainab Almusawi,NA,NA,0.05,NA,5870
K0503,NA,NA,1000,2017-02-20,Zainab Almusawi,NA,bracts removed,0.052,NA,5871
K0517,NA,NA,1000,2016-11-30,NA,FALSE,NA,0.049,NA,5872
K0520,NA,NA,1000,2017-01-26,Zainab Almusawi,FALSE,bracts removed,0.05,NA,5873
K0527,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,NA,0.049,NA,5874
K0548,NA,NA,1000,2017-01-26,Zainab Almusawi,FALSE,bracts removed,0.048,NA,5875
K0554,NA,NA,1000,2017-01-19,Zainab Almusawi,FALSE,NA,0.048,NA,5876
K0561,NA,NA,1000,2017-02-06,Zainab Almusawi,FALSE,NA,0.05,NA,5877
K0600,NA,NA,1000,2017-03-09,NA,FALSE,NA,0.052,NA,5878
K0605,NA,NA,1000,2017-01-19,NA,TRUE,bract and needles removed,0.048,NA,5879
K0611,NA,NA,1000,2017-01-30,Zainab Almusawi,FALSE,needles removed,0.041,NA,5880
K0639,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,Bracts removed,0.047,NA,5881
K0651,NA,NA,1000,2016-11-30,NA,TRUE,bracts and leaves removed,0.05,NA,5882
K0656,NA,NA,1000,2016-11-22,NA,FALSE,NA,0.05,NA,5883
K0665,NA,NA,1000,2017-01-18,NA,FALSE,NA,0.054,NA,5884
K0668,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,NA,0.011,NA,5885
K0697,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,NA,0.051,NA,5886
K0698,NA,NA,1000,2016-12-07,NA,TRUE,needles removed,0.052,NA,5887
K0712,NA,NA,1000,2017-02-20,Zainab Almusawi,NA,bracts removed,0.049,NA,5888
K0719,2018-03-01,Mark Castaneda,1000,2018-01-22,Alexandra Geiger,FALSE,NA,0.032,FALSE,5889
K0721,NA,NA,1000,2017-01-18,NA,FALSE,Bracts removed,0.051,NA,5890
K0759,NA,NA,1000,2017-01-26,Zainab Almusawi,FALSE,bracts removed,0.05,NA,5891
K0760,NA,NA,1000,2017-01-18,NA,FALSE,Bracts removed,0.053,NA,5892
K0761,NA,NA,1000,2017-01-26,Zainab Almusawi,TRUE,bracts removed,0.051,NA,5893
K0782,NA,NA,1000,2016-12-07,NA,FALSE,leaves removed,0.049,NA,5894
K0795,NA,NA,1000,2016-11-18,NA,FALSE,NA,0.051,NA,5895
K0798,NA,NA,1000,2017-03-15,Matt Mallozzi,NA,NA,0.05,NA,5896
K0812,NA,NA,1000,2017-01-19,Zainab Almusawi,TRUE,bract and needles removed,0.031,NA,5897
K0814,2018-03-01,Mark Castaneda,1000,2018-01-18,Alexandra Geiger,FALSE,NA,0.051,FALSE,5898
K0826,NA,NA,1000,2017-01-19,NA,FALSE,Bracts removed,0.054,NA,5899
K0829,2018-03-01,Mark Castaneda,1000,2018-01-18,Alexandra Geiger,FALSE,NA,0.024,FALSE,5900
K0839,NA,NA,1000,2016-11-20,NA,FALSE,NA,0.051,NA,5901
K0844,NA,NA,1000,2017-01-19,NA,FALSE,bracts removed,0.053,NA,5902
K0853,NA,NA,1000,2017-01-18,NA,FALSE,NA,0.051,NA,5903
K0868,NA,NA,1000,2016-12-07,NA,FALSE,NA,0.051,NA,5904
K0878,NA,NA,1000,2017-02-07,Zainab Almusawi,FALSE,leaves removed,0.052,NA,5905
K0890,NA,NA,1000,2017-01-26,Zainab Almusawi,FALSE,NA,0.048,NA,5906
K0894,NA,NA,1000,2017-01-18,NA,FALSE,NA,0.054,NA,5907
K0896,NA,NA,1000,2016-12-07,Zainab Almusawi,TRUE,bract and needles removed,0.052,NA,5908
K0907,NA,NA,1000,2016-11-20,NA,FALSE,bracts removed,0.044,NA,5909
K0908,NA,NA,1000,2017-01-26,Zainab Almusawi,FALSE,bracts removed,0.051,NA,5910
K0923,NA,NA,1000,2017-02-22,NA,TRUE,bracts removed,0.052,NA,5911
K0930,NA,NA,1000,2016-11-18,NA,FALSE,bract and needles removed,0.051,NA,5912
K0945,NA,NA,1000,2016-12-08,Zainab Almusawi,NA,bracts removed,0.052,NA,5913
